0,0,5,6,20,83,5,0,3,0,1,6,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,2,2,0,0,0,0,0,0,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,3,2,1,0,0,0,0,0,0,2.022,0.0,2.305,-0.214,1.806,-0.107,13.87,11.78,9.79,12.1,11.6,11.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,6,21,102,1,0,3,4,1,6,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,5,0,0,3,1,0,0,0,0,0,0,0.453,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3,0,2,1,1,2,0,0,0,0,0,0,0.951,-1.535,0.061,1.137,0.188,0.283,8.07,6.59,5.32,16.4,15.2,16.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,9,1,23,81,3,0,6,1,1,2,0,1,1,1,0,0.394,0,0,0,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,1,1,0,0,0,0,0,0,0.858,-0.88,0.221,-0.396,-0.25,0.439,0.0,0.0,0.0,18.2,20.4,17.6,1,1,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,10,0,13,53,1,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,1,0,4,0,0,0,0,0,0,0.206,-1.197,-0.296,0.344,-1.025,-0.084,0.0,0.0,0.0,9.4,10.6,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,8,1,11,54,2,0,0,0,4,4,0,0,3,3,0,0.229,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,2,0,0,0,0,0,0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,2,0,0,0,0,0,0,0.624,-0.043,0.0,0.863,0.833,-0.045,0.0,0.0,0.0,7.4,6.2,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,8,0,13,51,2,0,2,1,1,2,0,0,2,2,0,0.4465,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,3,2,0,0,0,0,0,0,1.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,0,2,1,0,0,0,0,0,0,0.299,-2.144,-1.892,0.238,-1.105,0.694,0.0,0.0,0.0,5.4,8.2,8.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,0,21,75,3,0,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,1,3,1,1,0,0,0,0,0.0,-1.358,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,4,0,2,0,0,0,0,0,0,0.147,-2.336,-1.108,0.271,-2.398,-0.28,3.08,4.16,3.88,8.0,8.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,3,0,14,49,49,0,1,3,0,5,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,2,1,0,0,0,0,0,0,0,0.0,-0.276,0.0,0.0,0.0,0.828,4.66,4.23,5.01,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,5,4,21,82,0,1,4,2,0,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,3,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,0,1,1,0,0,0,0,0,0,1.98,-0.386,1.995,-1.519,2.259,0.665,7.34,6.28,5.7,9.8,10.6,9.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,6,25,101,4,0,5,4,2,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,5,0,5,0,0,0,0,0,0,2.448,-1.066,1.734,-1.538,1.147,-0.259,0.0,0.0,0.0,14.6,16.8,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
